age,experience,education_level,job_level,department,job_role,performance_rating,projects_completed,certifications,weekly_hours,overtime_hours,team_size,leadership_score,skill_match_score,years_in_role,promotions,employment_type,location_type,company_size,job_satisfaction,salary
24,23,Master,Junior,IT,Manager,3,26,7,55,7,14,8.91457293975296,5.411997771883668,7,1,Contract,Rural,Medium,5,114382.66512738075
31,18,Master,Lead,HR,Consultant,1,26,6,43,7,10,5.389469814838325,4.2246051726149405,8,0,Part-time,Suburban,Medium,5,94801.30274835952
37,7,Master,Junior,IT,Consultant,5,25,4,36,2,16,6.6757257147668545,8.450457463595734,11,2,Full-time,Suburban,Medium,4,105459.66581047811
58,30,Master,Junior,HR,Analyst,3,26,1,53,2,5,1.7156774196684887,1.2034399542330396,5,1,Full-time,Suburban,Medium,2,112822.73194600827
44,20,PhD,Junior,HR,Consultant,1,26,5,37,11,6,5.392344018535749,3.194584569694948,11,0,Full-time,Rural,Large,3,97854.41428870447
25,16,Master,Junior,Marketing,Developer,4,46,5,30,16,2,2.393341793845617,2.373168018721409,12,3,Part-time,Urban,Small,2,118666.59211087429
54,22,Master,Lead,Sales,Developer,3,28,9,53,3,13,4.326788058602693,8.732701348494125,9,2,Contract,Urban,Large,1,115934.876633388
26,15,Bachelor,Junior,Sales,Consultant,5,49,9,51,16,13,3.9637478157813937,5.207894647243892,11,4,Contract,Urban,Medium,3,129425.77859509281
42,5,High School,Senior,HR,Analyst,3,18,5,33,13,19,4.811865195173573,4.637980395038946,7,3,Contract,Rural,Medium,2,63998.4399684261
31,7,High School,Senior,Finance,Manager,4,32,8,58,18,18,6.144729561767193,5.0453448589097185,14,0,Contract,Rural,Large,3,84016.2008256255
36,24,Bachelor,Senior,Finance,Analyst,3,3,7,59,8,19,9.125889823566963,9.747320956321017,5,3,Part-time,Suburban,Small,1,128875.51001702464
53,17,Bachelor,Senior,IT,Manager,5,2,7,41,11,1,4.550361682127548,8.652406549023318,10,4,Contract,Rural,Small,3,113641.1876629908
29,24,PhD,Junior,IT,Consultant,1,33,0,53,4,8,9.830180761403957,7.357318946652768,5,3,Full-time,Suburban,Medium,5,126368.76841815826
26,11,PhD,Senior,Marketing,Consultant,5,42,4,32,10,16,7.8312524324608255,3.614310633009292,3,0,Part-time,Suburban,Medium,4,98071.17055915252
36,14,PhD,Junior,HR,Developer,1,19,6,42,19,2,5.603329421095449,2.48655699566603,10,4,Part-time,Urban,Medium,1,92410.41861361681
49,25,Bachelor,Lead,IT,Manager,2,17,5,49,2,8,6.796237934007497,9.29290266122008,4,4,Full-time,Rural,Medium,3,147732.75672505217
23,25,Bachelor,Senior,IT,Analyst,5,44,4,35,14,6,1.9200175401875004,4.807679705168345,13,3,Full-time,Urban,Small,1,144775.23084588104
40,31,Master,Mid,HR,Consultant,5,33,7,40,13,16,8.600693781822894,3.5088021952176627,1,4,Contract,Urban,Large,5,165562.63954658597
56,9,PhD,Senior,Marketing,Analyst,4,12,2,52,10,11,6.241217095575693,5.238287437758719,2,3,Full-time,Rural,Small,4,67801.85619572399
39,15,PhD,Senior,IT,Developer,3,49,5,33,19,17,9.874607321886415,9.260626805383168,2,2,Part-time,Rural,Large,1,139321.55954385715
46,6,PhD,Junior,Marketing,Manager,1,3,4,49,7,19,6.727858693775642,4.483605820521639,13,4,Part-time,Suburban,Medium,5,62780.38934146737
23,16,High School,Senior,Sales,Manager,1,43,7,45,3,11,8.507004249396925,6.063768975232895,11,3,Part-time,Suburban,Medium,5,120608.27102888675
39,22,Master,Mid,Marketing,Consultant,4,49,3,36,11,8,8.197864685157157,8.226696709977102,10,2,Contract,Suburban,Large,5,145610.31406812472
40,25,PhD,Junior,Finance,Manager,4,26,7,51,7,4,4.10915036321442,4.844192779435521,4,4,Contract,Suburban,Medium,3,155916.38640462028
52,20,PhD,Junior,Finance,Consultant,3,35,9,58,5,11,3.336495627098905,3.1018762173373147,13,2,Full-time,Urban,Small,2,103251.19537039161
27,21,PhD,Lead,Marketing,Developer,3,8,1,40,14,8,4.87444225088359,9.9507317354473,4,4,Contract,Urban,Medium,1,120564.60718028837
53,6,High School,Lead,Finance,Manager,5,36,8,53,11,9,5.205172099679534,9.609137717069437,5,0,Contract,Rural,Medium,2,69816.74988699393
59,13,High School,Senior,Sales,Consultant,2,7,8,30,15,2,3.160762317429795,8.591312522129627,4,0,Part-time,Suburban,Medium,5,77428.94193757692
38,14,Bachelor,Lead,HR,Analyst,3,46,9,55,15,16,9.051380860158746,7.195364914473303,11,3,Part-time,Suburban,Medium,2,140675.24465188754
21,6,Master,Lead,Finance,Consultant,4,46,9,58,19,6,5.882930760705814,3.6537906526272725,5,1,Full-time,Suburban,Small,5,79150.71488826668
31,8,Bachelor,Lead,Finance,Manager,3,36,5,56,19,19,9.805999529382126,9.220716443476288,7,0,Part-time,Urban,Large,5,95934.94401023342
48,7,Master,Junior,Marketing,Developer,1,16,3,36,3,8,8.29016000241637,3.4800100310910587,14,1,Contract,Rural,Medium,4,71012.48614390125
45,22,High School,Junior,Sales,Manager,2,24,3,41,10,14,6.001343743527514,8.207285452091492,1,2,Full-time,Urban,Medium,4,126141.86667005633
43,28,PhD,Junior,HR,Manager,5,1,5,36,12,16,9.523362503299232,9.264323511471757,3,2,Full-time,Rural,Small,2,161700.42981594647
51,17,Bachelor,Lead,Marketing,Consultant,1,49,4,56,8,12,5.543873335857763,6.427034563869204,12,1,Part-time,Rural,Small,1,123132.75758225896
50,30,PhD,Junior,Marketing,Analyst,1,25,5,52,3,5,8.983958612668033,8.22750596102061,5,3,Part-time,Urban,Small,2,150106.76218741437
55,29,Bachelor,Lead,Sales,Manager,2,10,6,36,11,19,4.223303030762249,8.12525589281572,11,4,Part-time,Urban,Medium,1,128455.4440716359
27,34,High School,Junior,HR,Analyst,5,16,6,39,8,18,4.407781450636847,2.738419760088819,4,1,Full-time,Rural,Large,2,151557.50916125884
36,17,High School,Junior,Sales,Consultant,4,16,8,59,12,9,4.76317614673838,7.0113202623647615,0,1,Part-time,Urban,Small,3,105280.9669456446
46,16,High School,Mid,HR,Analyst,5,8,7,45,15,2,5.919630813489215,1.841211432139992,8,1,Contract,Urban,Small,3,76983.68808352663
22,13,Bachelor,Senior,Sales,Consultant,3,29,5,55,5,12,5.981412431789416,5.5706512882373325,2,1,Full-time,Rural,Small,1,85609.07313623396
21,30,Master,Lead,Marketing,Developer,1,39,5,37,9,2,5.467590295093758,2.4601199332651973,1,1,Part-time,Rural,Large,4,126774.0483028843
32,23,Bachelor,Mid,Marketing,Analyst,3,28,4,38,12,10,3.754008762248507,4.747145489167885,8,3,Contract,Suburban,Medium,1,124850.46424320334
25,34,Master,Junior,IT,Analyst,4,6,0,38,6,1,9.344858183117479,8.49683867228594,6,0,Contract,Urban,Medium,2,166905.66351838902
57,33,Bachelor,Lead,Finance,Developer,3,16,8,31,18,4,6.297274876143288,9.88451055667184,4,4,Part-time,Rural,Medium,5,179839.5575349719
52,2,Bachelor,Junior,Sales,Analyst,5,20,8,42,18,12,4.669652945724354,3.8616384849365595,11,0,Contract,Urban,Small,3,57901.63331633418
29,25,High School,Senior,IT,Developer,3,16,8,42,16,9,6.860592646692564,5.78760128904859,5,1,Full-time,Urban,Medium,5,121269.31397459994
55,22,PhD,Mid,Finance,Manager,4,7,7,52,12,4,7.911700820288247,5.601682219334397,11,0,Full-time,Rural,Small,3,133528.7320396024
39,14,PhD,Senior,Sales,Consultant,4,41,9,52,12,9,9.646552794054188,9.589613588479594,10,3,Contract,Suburban,Large,2,130099.34421753966
36,3,Master,Mid,HR,Developer,4,14,2,33,1,6,5.495942460408243,5.307253591894962,3,2,Full-time,Rural,Large,3,56371.9254913849
23,28,PhD,Junior,Finance,Analyst,5,43,0,54,9,1,2.008886593156829,7.29195584859728,0,0,Part-time,Rural,Medium,1,129086.99780944145
40,21,Bachelor,Senior,Marketing,Developer,4,26,7,53,12,10,4.966892212928872,9.296103097976735,3,4,Contract,Urban,Small,5,133698.64489927574
44,24,Bachelor,Senior,IT,Analyst,1,26,6,41,8,14,5.310735053081243,4.36040703583156,8,3,Full-time,Suburban,Small,5,125910.22177829189
53,12,High School,Junior,Finance,Manager,4,14,4,46,0,18,9.072946703671064,9.119100144208488,0,2,Part-time,Rural,Medium,2,88081.2512561217
44,17,High School,Senior,Finance,Developer,3,7,9,31,13,6,4.553206916166578,9.25710599701912,9,3,Part-time,Urban,Large,5,98208.06622885197
31,32,PhD,Lead,Marketing,Manager,3,33,6,42,15,18,9.579918383984246,9.375962535704176,2,1,Full-time,Rural,Large,2,163426.33084375827
28,15,Master,Mid,Sales,Consultant,3,26,9,58,19,16,5.366187169429013,3.4340156692428376,14,2,Contract,Urban,Large,4,86563.51490998227
56,1,PhD,Mid,HR,Analyst,5,45,3,47,14,15,9.76402450881036,4.603200348429626,14,4,Part-time,Rural,Large,1,78957.32989080292
58,34,PhD,Mid,Marketing,Analyst,3,20,8,57,0,16,1.0737848901786597,8.833563174031317,4,2,Part-time,Suburban,Large,3,164477.61882773574
40,33,PhD,Lead,HR,Manager,5,3,9,57,16,8,9.08933837325712,4.232456418523769,6,4,Part-time,Rural,Medium,3,143753.02260525007
55,29,PhD,Mid,Sales,Consultant,5,4,1,56,12,13,9.380084067490156,6.402277296401546,8,1,Part-time,Urban,Medium,3,144519.5601444574
45,12,Bachelor,Junior,Finance,Developer,4,26,8,44,14,11,9.649188421886919,2.0624905653404677,5,4,Contract,Rural,Medium,4,106645.3888547389
55,12,Master,Senior,HR,Developer,1,11,8,37,15,7,1.1176888075715337,1.5064748930011669,2,3,Full-time,Suburban,Large,1,57660.677928986086
45,17,Bachelor,Lead,IT,Analyst,4,2,4,44,15,17,2.545307528952781,4.707945905429553,12,0,Full-time,Suburban,Large,5,78590.98912604919
49,31,Master,Mid,IT,Manager,4,14,0,30,1,18,6.883880527839126,6.210248793334458,6,3,Full-time,Suburban,Medium,5,152887.91344144614
38,31,High School,Junior,Marketing,Manager,5,44,6,49,16,19,1.2292542256159642,4.534292020230472,14,3,Part-time,Suburban,Medium,1,162137.30116511145
38,34,PhD,Senior,Sales,Developer,5,30,9,39,10,13,1.5724809655885066,6.199621931447578,13,2,Contract,Urban,Large,1,173950.9284290197
22,28,Bachelor,Senior,Marketing,Consultant,3,49,9,41,7,15,2.9897098632409773,5.6357593855460655,3,1,Full-time,Rural,Small,3,128723.85540482588
55,28,Master,Lead,Marketing,Consultant,3,12,3,34,19,1,5.611957918694958,7.171365063574683,2,0,Contract,Suburban,Medium,5,118989.73245212392
36,15,High School,Lead,Marketing,Developer,4,26,8,38,2,16,5.913123033401268,6.845791879588509,13,4,Full-time,Rural,Large,1,106281.63807799802
56,9,High School,Lead,IT,Developer,2,44,5,52,11,5,1.3083501051415392,4.8182113288592205,6,2,Part-time,Urban,Large,5,77536.56268942707
53,29,PhD,Junior,IT,Manager,2,33,2,37,19,3,2.5333052570337804,4.82495716377877,10,1,Full-time,Rural,Medium,1,126631.19777092703
24,24,Master,Junior,Marketing,Consultant,3,13,5,45,15,10,5.497351060011898,2.2670050601100877,10,0,Part-time,Rural,Small,2,110826.4594871574
53,19,Bachelor,Lead,IT,Developer,2,14,9,43,13,19,6.345465588490647,5.619147148868133,6,3,Part-time,Suburban,Large,3,102173.88132066559
34,4,PhD,Mid,Sales,Developer,3,24,5,56,15,5,2.335615268375938,6.28461215322127,3,1,Full-time,Suburban,Medium,1,48500.25826200979
41,0,Bachelor,Senior,Marketing,Analyst,5,34,4,54,16,7,4.589572707522736,5.288404576184436,11,1,Contract,Urban,Large,4,50768.78193887515
40,29,High School,Senior,IT,Developer,4,44,1,42,10,14,9.139612928652571,3.931366015782991,6,1,Part-time,Rural,Large,1,154264.52905589502
28,2,Bachelor,Junior,HR,Developer,1,26,9,52,16,3,9.990093583415549,7.494836898265623,10,3,Contract,Urban,Large,2,82356.5105673736
27,13,Bachelor,Senior,Marketing,Consultant,4,21,9,50,18,13,9.884930093480271,1.6719548018070167,13,4,Full-time,Urban,Large,4,101005.3952455078
23,29,PhD,Mid,Marketing,Manager,3,28,1,42,0,13,8.935070592581852,9.229963327786425,1,2,Part-time,Urban,Small,4,153363.433756686
37,3,Bachelor,Senior,Sales,Consultant,3,48,6,34,11,10,4.551940791549512,1.1857909559121396,0,4,Contract,Suburban,Medium,1,59757.988309317014
53,17,PhD,Junior,Finance,Manager,4,36,1,45,14,2,7.179168628673057,9.6611512009445,11,0,Part-time,Suburban,Medium,2,134127.55345175328
32,24,High School,Junior,Finance,Analyst,3,40,5,55,17,6,4.749330050057788,5.161200408411962,14,2,Full-time,Rural,Medium,4,113792.0118543283
42,0,PhD,Mid,Sales,Developer,2,2,4,40,13,8,6.8367432414178255,4.714029496031871,1,0,Part-time,Rural,Medium,3,30597.828416678247
42,14,PhD,Mid,Sales,Analyst,2,42,3,51,0,4,3.784892238725349,3.3079961571686933,3,3,Full-time,Rural,Medium,3,104237.02363373041
50,8,Master,Senior,Sales,Manager,3,9,6,34,12,12,6.455820282492988,1.0906402134905484,7,4,Contract,Suburban,Small,5,67139.64929905787
58,14,Bachelor,Senior,Finance,Consultant,3,23,7,42,14,15,5.713826468975649,3.473112379796198,2,1,Part-time,Suburban,Large,5,80947.2146963969
58,23,High School,Junior,Sales,Consultant,2,15,3,57,6,8,1.2203223923187996,1.9845993291430055,14,2,Contract,Urban,Large,2,103258.7212585436
28,3,PhD,Mid,IT,Analyst,3,13,0,40,14,7,8.116326133715024,6.9383875842405525,9,1,Full-time,Suburban,Medium,4,51140.80269308857
47,11,High School,Mid,Marketing,Manager,3,23,0,54,19,14,1.1070804902064006,3.871674750886536,14,0,Full-time,Urban,Large,3,47985.44377133911
47,5,Master,Mid,Marketing,Analyst,4,17,0,48,9,19,3.638403480279716,7.9046139556329535,5,1,Contract,Urban,Large,3,70069.98479845408
54,23,Bachelor,Senior,HR,Analyst,1,48,0,32,13,14,1.0533165890860214,2.8622456861150525,5,1,Contract,Suburban,Large,2,99310.42140932028
41,10,PhD,Mid,HR,Developer,2,2,4,44,5,13,4.3858127196567835,9.102113716888987,12,3,Full-time,Urban,Medium,4,81844.09742034243
50,12,Bachelor,Junior,Marketing,Analyst,4,20,3,36,13,1,1.5684447534772539,5.706833635952493,8,3,Contract,Urban,Medium,2,86171.31464396566
53,33,Master,Junior,IT,Developer,1,20,8,36,11,19,9.22159870148117,2.030555768220833,8,4,Full-time,Rural,Small,1,154130.0407659896
48,24,Master,Senior,Finance,Developer,3,46,2,35,10,1,4.741113656465817,4.60760712088131,3,0,Contract,Urban,Medium,3,122730.44573397274
53,6,High School,Lead,Finance,Consultant,3,3,6,32,19,4,5.135461973779691,2.860844716627855,8,3,Full-time,Suburban,Small,2,63438.222305115196
25,3,PhD,Senior,IT,Developer,4,12,7,59,18,10,4.148652124817694,2.7971688355136126,14,3,Full-time,Suburban,Medium,2,47254.743570133214
39,7,High School,Lead,Finance,Developer,3,40,5,42,1,3,6.647555387815896,5.5573276388698805,14,4,Part-time,Urban,Large,1,101000.8137973202
24,19,Master,Mid,Sales,Consultant,5,2,9,36,19,9,8.059673049563834,7.047028140727353,12,2,Full-time,Rural,Small,5,102560.68202334201
55,28,Bachelor,Senior,Marketing,Analyst,4,36,0,34,0,3,6.833320687440801,9.204563849530853,5,4,Full-time,Suburban,Small,3,178404.29082393314
37,9,High School,Junior,Marketing,Manager,1,14,7,52,7,6,7.733864065556148,5.519458096872881,1,1,Part-time,Suburban,Small,2,90782.8352833389
48,33,High School,Mid,IT,Manager,4,16,9,47,13,6,9.153762971583344,9.692548975524971,9,1,Part-time,Rural,Medium,3,166620.01249230377
50,25,Bachelor,Junior,Finance,Manager,2,19,2,51,8,12,8.771918785042859,9.474713668660318,13,3,Contract,Urban,Small,5,159422.35792429154
49,2,High School,Mid,HR,Analyst,4,34,7,59,1,1,7.066526074783262,8.785562769859244,10,3,Contract,Suburban,Medium,2,101381.04369980664
26,5,Bachelor,Senior,HR,Developer,3,44,3,37,4,16,2.9317416661398576,5.499795384661767,5,4,Full-time,Urban,Small,1,78403.6280866354
55,4,PhD,Lead,Finance,Manager,3,46,7,46,7,5,6.739325659377359,2.268135493191852,1,4,Contract,Urban,Medium,3,79627.63902215991
57,4,Bachelor,Mid,HR,Analyst,5,6,0,49,15,9,5.554747861664598,2.961140228338464,7,0,Contract,Urban,Small,1,40371.17122476576
44,22,PhD,Lead,IT,Developer,5,13,2,56,15,10,7.45497307909378,6.82903002440778,3,1,Full-time,Urban,Large,5,115986.44246264275
49,8,Bachelor,Mid,IT,Consultant,5,36,5,30,12,13,8.496384835536233,4.795794822557765,4,4,Part-time,Suburban,Large,5,104310.95715095055
51,34,Master,Junior,Finance,Manager,1,22,8,43,19,15,7.684493474677757,2.321214685785968,7,2,Part-time,Rural,Small,3,128813.74316875268
55,19,Master,Junior,HR,Developer,5,18,1,46,14,12,8.619050529651567,5.310945402753794,13,0,Full-time,Suburban,Medium,5,119863.29750272112
53,34,PhD,Mid,IT,Manager,1,12,0,39,0,5,1.5747973600692147,1.1568749095184132,10,4,Full-time,Rural,Medium,4,134714.62966601303
41,17,PhD,Lead,IT,Manager,5,30,9,41,2,5,1.2845803441371757,7.605058338096339,7,3,Full-time,Urban,Medium,3,121395.12511557707
52,16,Master,Senior,Sales,Manager,1,40,2,45,5,18,3.3265051092963454,1.6622316504072177,11,4,Full-time,Rural,Large,4,95988.27722827792
43,23,PhD,Senior,Sales,Developer,4,7,3,43,13,12,9.105994756977655,6.662022579209071,13,3,Full-time,Urban,Large,5,138092.3155558613
53,2,Bachelor,Junior,IT,Analyst,4,32,4,59,3,3,8.412933258855766,8.137092768630396,11,3,Full-time,Suburban,Large,3,85645.05110141014
23,31,Bachelor,Senior,Finance,Developer,3,48,2,56,17,7,7.144545680157805,2.1937948700856897,5,1,Contract,Suburban,Medium,4,154845.8283609075
38,34,Master,Junior,Marketing,Manager,1,19,9,45,14,17,7.306828006957444,5.667748215994113,3,1,Contract,Rural,Medium,5,156300.14872582312
45,12,High School,Senior,Marketing,Developer,2,6,1,37,8,19,7.540034223323913,8.011607629235227,14,4,Contract,Urban,Medium,2,83459.59858086522
51,24,Bachelor,Mid,IT,Consultant,3,20,1,52,17,18,9.483424304362723,3.3457010928130124,0,4,Part-time,Urban,Small,2,127300.3547689901
23,8,PhD,Junior,IT,Analyst,4,27,6,57,2,1,8.489720370768019,2.4662493370145717,11,2,Full-time,Rural,Small,1,103793.28000183354
44,3,High School,Junior,IT,Developer,1,43,8,39,9,5,6.610513483243428,4.031371998707112,6,0,Full-time,Urban,Small,2,58872.18262160161
52,13,High School,Mid,Finance,Consultant,5,37,9,58,16,2,6.991438917314264,5.992292589249843,7,0,Contract,Urban,Large,4,84295.63560532482
42,33,Bachelor,Junior,Sales,Analyst,2,48,1,46,6,1,2.9236623585500974,6.17751635369275,8,4,Part-time,Urban,Large,2,149178.69108998118
43,10,Bachelor,Senior,IT,Consultant,4,7,6,56,14,7,6.915869426406452,2.177887001119183,1,1,Contract,Suburban,Medium,3,68026.54334349827
22,2,High School,Senior,IT,Analyst,3,5,6,59,0,11,4.822111111766127,5.118119629065745,0,2,Full-time,Suburban,Small,3,42709.1526229228
47,27,High School,Junior,HR,Developer,1,11,6,58,10,11,2.3766568354516937,3.4145397598553906,3,0,Full-time,Suburban,Medium,3,94725.94462997417
22,28,Master,Senior,Finance,Consultant,2,15,2,47,16,18,8.257625373219168,8.578217962584556,12,4,Contract,Urban,Small,2,169392.24699594066
46,8,PhD,Lead,IT,Manager,1,3,6,49,4,17,5.592223898228311,3.822176188576277,4,1,Contract,Suburban,Small,2,49548.758068669675
37,2,Master,Junior,HR,Consultant,5,5,0,45,6,2,9.796825375204794,8.548340720804736,9,1,Full-time,Urban,Medium,1,76674.23047444409
53,24,Bachelor,Mid,Marketing,Analyst,3,23,9,46,18,7,3.5351141902707246,4.857081513416129,11,1,Contract,Urban,Medium,5,118214.180141172
29,33,Master,Lead,IT,Developer,1,37,0,45,14,7,5.326031010745691,7.539271892438079,0,3,Full-time,Rural,Small,1,159051.34860555644
59,11,Master,Junior,IT,Analyst,4,9,4,48,2,10,5.031959092019814,5.590542056897293,4,1,Contract,Urban,Small,4,66123.02828313335
49,8,Master,Mid,HR,Consultant,3,15,1,53,14,3,2.0870157018932085,6.597663617178788,5,4,Part-time,Suburban,Large,3,84860.50598685988
46,14,Master,Senior,Finance,Consultant,4,3,8,53,4,12,4.835037509477015,4.558208597752448,2,2,Full-time,Suburban,Medium,2,61121.97144078121
55,24,PhD,Mid,IT,Manager,1,29,6,37,11,3,3.587981107788324,7.913860910267417,11,4,Part-time,Urban,Medium,5,141167.389240987
45,4,PhD,Lead,Marketing,Developer,3,6,3,35,19,11,2.4428842423024095,4.826704452162925,14,1,Contract,Suburban,Medium,5,46465.384993216714
44,10,High School,Senior,IT,Developer,4,17,3,35,4,12,3.5394002563252536,5.117154819272397,6,2,Part-time,Urban,Medium,2,84557.45518506719
33,33,Bachelor,Junior,Marketing,Consultant,5,26,1,50,2,4,3.099265221397528,5.6591080140786145,13,0,Contract,Rural,Small,1,147423.9306458658
27,23,Master,Senior,Sales,Developer,5,21,4,58,8,16,7.606661779052902,8.486417065473852,5,0,Part-time,Urban,Large,5,118585.92492587051
56,14,High School,Junior,Sales,Manager,1,8,3,38,8,18,1.2769766043324409,6.934410357413183,3,4,Part-time,Urban,Medium,1,88905.44635160948
40,7,High School,Junior,Marketing,Analyst,3,21,0,33,6,4,6.557164731218991,4.142443479091748,2,2,Part-time,Rural,Small,2,80459.43731551174
21,4,High School,Mid,Finance,Developer,2,11,7,55,1,6,7.845952078212458,7.0328767058338855,4,4,Full-time,Suburban,Small,1,67982.60777796223
28,25,PhD,Mid,IT,Consultant,3,38,2,41,15,15,5.326511108220759,6.781839157077195,2,2,Part-time,Rural,Small,3,145181.540588285
36,17,Master,Mid,IT,Analyst,5,8,5,57,8,1,9.384084820071266,9.37917348291734,9,2,Contract,Rural,Small,2,123181.61968079314
34,5,Master,Lead,Sales,Analyst,4,42,3,41,12,3,7.370926257128818,8.57274792422815,8,4,Contract,Urban,Small,2,104679.243826936
32,12,Bachelor,Lead,Marketing,Manager,2,24,8,52,18,5,7.731312861802755,6.827022313761233,8,2,Full-time,Urban,Medium,5,85934.83452534687
43,27,Master,Mid,IT,Consultant,1,35,6,46,19,17,2.7724013869678323,4.073563996156393,5,1,Full-time,Rural,Medium,5,134050.3397238164
35,4,Master,Lead,IT,Developer,2,14,8,44,16,14,7.995660182551662,8.016188039751427,12,2,Contract,Suburban,Large,5,71992.10021570891
48,12,High School,Senior,Finance,Consultant,1,14,9,38,5,9,8.488852624748034,6.176874637565208,10,2,Part-time,Rural,Medium,3,94736.98942692445
54,16,Bachelor,Senior,HR,Analyst,2,10,2,36,3,3,4.251397495653906,9.867429892908115,5,4,Contract,Suburban,Small,3,104289.87059518781
22,31,Master,Lead,Sales,Consultant,1,12,0,39,0,13,2.9202676122967413,3.2275551571282364,11,0,Full-time,Rural,Large,4,125732.33130122858
52,28,PhD,Lead,Sales,Developer,1,38,4,45,17,3,4.46545611283255,1.7169025683779826,13,3,Full-time,Rural,Small,2,127003.74578973553
43,2,Master,Senior,HR,Developer,2,44,2,41,18,11,7.6564717210012345,1.6290263069915292,3,2,Contract,Suburban,Small,5,52467.94675757049
42,33,High School,Junior,IT,Manager,2,46,5,54,8,2,4.758751052818324,6.760273495165123,3,3,Part-time,Rural,Medium,2,184136.61007913566
45,26,PhD,Senior,Finance,Developer,1,34,7,36,12,15,7.629866877023091,9.453342060203715,1,2,Part-time,Urban,Small,1,121166.43369113978
42,12,High School,Senior,Finance,Developer,5,41,3,47,7,13,2.022080868797839,1.0173872286235466,9,4,Full-time,Rural,Medium,3,123986.52324622514
42,32,Master,Lead,Sales,Consultant,2,10,4,44,12,19,8.25410539439636,7.531939422619996,3,4,Contract,Urban,Small,4,165355.46133717927
26,5,PhD,Senior,Finance,Consultant,3,17,4,35,14,16,3.2788673347812165,6.913586642796509,7,2,Contract,Suburban,Large,1,61193.61229271964
35,23,Bachelor,Lead,HR,Analyst,4,17,3,55,10,18,3.2403608894313436,7.590737729975193,12,4,Full-time,Suburban,Small,2,134218.32457221407
57,18,Bachelor,Lead,IT,Manager,1,3,3,41,11,7,6.3134286868347465,4.19864866086102,9,4,Contract,Urban,Medium,3,104646.79359811723
53,15,PhD,Mid,HR,Consultant,1,31,3,40,13,13,1.631062411722907,8.384468001920695,1,2,Full-time,Rural,Small,5,92398.79304562401
28,27,PhD,Senior,Marketing,Developer,4,1,3,49,3,4,1.236679540162017,1.4023623827697576,8,0,Part-time,Urban,Medium,1,119831.69397901048
25,32,High School,Junior,Sales,Analyst,5,12,3,32,0,9,3.3492579876410433,7.798879905598248,13,2,Part-time,Urban,Medium,3,165951.36060077776
59,12,PhD,Mid,Finance,Consultant,4,39,4,31,3,10,5.842607956613405,3.4036474721417895,0,0,Contract,Suburban,Large,2,114962.60254020103
24,24,High School,Lead,Marketing,Manager,2,4,1,35,18,9,9.168547476027046,5.291539973722644,12,4,Part-time,Urban,Medium,2,115351.5320233946
26,26,Master,Lead,Finance,Manager,4,42,1,53,8,7,8.617916586765762,8.403726444014985,1,0,Part-time,Rural,Large,1,151398.200153767
52,6,High School,Junior,IT,Analyst,1,13,8,51,9,15,5.414018139288779,3.442231316720233,14,4,Full-time,Urban,Large,1,49063.49073204823
50,4,PhD,Lead,IT,Analyst,4,34,1,54,3,8,1.333467943241435,2.6668676047950415,1,0,Full-time,Suburban,Small,1,39419.38151546433
55,30,PhD,Senior,IT,Analyst,3,42,5,59,19,19,5.817274611663782,7.131818668130958,10,0,Contract,Rural,Large,4,146201.42122097613
36,22,Master,Mid,Finance,Analyst,2,21,1,34,8,11,7.34316039932766,5.800554023561241,12,2,Full-time,Suburban,Medium,5,116605.92085099123
33,9,PhD,Lead,Marketing,Analyst,4,22,4,47,12,5,4.052480792725303,5.62963481871566,14,0,Contract,Urban,Medium,3,75878.08563438314
50,31,PhD,Lead,IT,Developer,1,4,3,45,11,2,1.9995697295348922,3.3109256398412183,13,4,Contract,Urban,Large,2,125169.87238777011
39,29,Bachelor,Junior,Marketing,Developer,2,18,6,37,10,10,3.507111578850935,1.313922752380249,5,2,Full-time,Suburban,Small,2,128298.77566375425
37,30,Bachelor,Senior,Finance,Consultant,1,5,6,54,11,16,7.944299780210326,4.692422244985451,14,0,Part-time,Suburban,Large,5,126308.70559041644
39,17,Master,Lead,Marketing,Manager,5,19,5,59,17,13,4.1611944905499545,1.9590353242099119,13,2,Part-time,Rural,Large,1,113195.30878055985
48,1,High School,Junior,Finance,Developer,3,2,9,55,11,8,8.307833416171391,9.153902355842819,6,3,Part-time,Suburban,Medium,1,72788.45832321768
46,13,Bachelor,Lead,Finance,Developer,5,12,4,49,15,9,3.8756930662672824,1.3712529112455747,12,2,Part-time,Suburban,Small,2,67389.91261073713
57,12,High School,Junior,Sales,Developer,3,17,0,51,4,11,2.471995345724363,4.884857687659433,14,3,Contract,Urban,Small,5,81201.2549638244
46,28,PhD,Junior,Finance,Consultant,4,10,2,40,19,11,4.922635235622474,1.4702102533074508,14,3,Part-time,Urban,Small,2,125740.68668976772
43,11,Bachelor,Senior,Finance,Analyst,2,34,8,39,11,16,5.070470610602251,1.8598948710828969,2,2,Contract,Suburban,Small,1,83189.72583662087
29,1,Master,Lead,HR,Consultant,4,6,0,53,10,10,1.1449739669440326,6.929800002298198,10,4,Full-time,Suburban,Medium,3,64367.23889798829
32,31,Master,Senior,IT,Manager,3,8,4,54,8,12,2.0534056543569355,6.824001348766851,8,4,Full-time,Urban,Small,1,145992.8564678022
